Sequence #,Freq (MHz),Modulation,BW (Hz),SF,Coding Rate,ADR,Time,Chan,RSSI (dBm),SNR (dB)
4229,868.3,LoRa,125,SF12,4/5,on,2015-07-06 13:07:20,1,-115,-9.8
4227,867.5,LoRa,125,SF7,4/5,on,2015-07-06 13:07:17,5,-121,-8.2
4226,867.9,LoRa,125,SF8,4/5,on,2015-07-06 13:07:17,7,-124,-6
4224,867.9,LoRa,125,SF10,4/5,on,2015-07-06 13:07:16,3,-121,-5.8
4223,867.5,LoRa,125,SF11,4/5,on,2015-07-06 13:07:15,5,-117,-0.5
4222,867.7,LoRa,125,SF12,4/5,on,2015-07-06 13:07:14,6,-122,-6.8
4221,868.3,LoRa,250,SF7,4/5,on,2015-07-06 13:07:12,8,-118,-5.2
4220,867.9,LoRa,125,SF7,4/5,on,2015-07-06 13:07:11,3,-121,-5.5
4219,867.3,LoRa,125,SF8,4/5,on,2015-07-06 13:07:11,4,-120,-1.8
4218,867.9,LoRa,125,SF9,4/5,on,2015-07-06 13:07:10,7,-124,-7.8
4217,868.1,LoRa,125,SF10,4/5,on,2015-07-06 13:07:09,0,-119,-1.2
4216,867.1,LoRa,125,SF11,4/5,on,2015-07-06 13:07:09,3,-122,-7
4215,867.5,LoRa,125,SF12,4/5,on,2015-07-06 13:07:07,5,-118,-8.5
4211,867.3,LoRa,125,SF9,4/5,on,2015-07-06 13:07:04,4,-121,-4
4210,867.7,LoRa,125,SF10,4/5,on,2015-07-06 13:07:03,6,-120,-5.2
4209,868.1,LoRa,125,SF11,4/5,on,2015-07-06 13:07:02,0,-121,-6
4208,868.5,LoRa,125,SF12,4/5,on,2015-07-06 13:07:01,2,-122,-12.8
4205,868.1,LoRa,125,SF8,4/5,on,2015-07-06 13:06:58,0,-122,-7.5
4204,867.1,LoRa,125,SF9,4/5,on,2015-07-06 13:06:57,3,-126,-12.8
4203,867.5,LoRa,125,SF10,4/5,on,2015-07-06 13:06:57,5,-121,-9.5
4202,867.9,LoRa,125,SF11,4/5,on,2015-07-06 13:06:56,7,-122,-4
4198,867.9,LoRa,125,SF8,4/5,on,2015-07-06 13:06:52,7,-122,-4.2
4195,867.5,LoRa,125,SF11,4/5,on,2015-07-06 13:06:50,5,-110,-11.2
4194,867.9,LoRa,125,SF12,4/5,on,2015-07-06 13:06:48,7,-124,-6.5
4189,868.1,LoRa,125,SF10,4/5,on,2015-07-06 13:06:44,0,-124,-8.5
4187,867.5,LoRa,125,SF12,4/5,on,2015-07-06 13:06:42,5,-121,-9.8
4184,867.1,LoRa,125,SF8,4/5,on,2015-07-06 13:06:39,3,-122,-6.5
4183,867.5,LoRa,125,SF9,4/5,on,2015-07-06 13:06:39,5,-120,-10.2
4181,868.1,LoRa,125,SF11,4/5,on,2015-07-06 13:06:37,0,-121,-7.5
4174,867.9,LoRa,125,SF11,4/5,on,2015-07-06 13:06:31,7,-121,-6
4173,868.3,LoRa,125,SF12,4/5,on,2015-07-06 13:06:29,1,-120,-15.5
4171,867.5,LoRa,125,SF7,4/5,on,2015-07-06 13:06:27,5,-120,-7.5
4170,867.9,LoRa,125,SF8,4/5,on,2015-07-06 13:06:26,7,-121,-7
4169,868.1,LoRa,125,SF9,4/5,on,2015-07-06 13:06:26,0,-122,-4.8
4167,867.5,LoRa,125,SF11,4/5,on,2015-07-06 13:06:24,5,-119,-4.5
4166,867.9,LoRa,125,SF12,4/5,on,2015-07-06 13:06:23,7,-122,-8
4162,867.9,LoRa,125,SF9,4/5,on,2015-07-06 13:06:20,7,-124,-2.5
4161,868.1,LoRa,125,SF10,4/5,on,2015-07-06 13:06:19,0,-121,-1.5
4160,868.5,LoRa,125,SF11,4/5,on,2015-07-06 13:06:18,2,-122,-8
4154,867.7,LoRa,125,SF10,4/5,on,2015-07-06 13:06:13,6,-120,-4
4153,868.1,LoRa,125,SF11,4/5,on,2015-07-06 13:06:12,0,-121,-6.5
4149,868.3,LoRa,125,SF8,4/5,on,2015-07-06 13:06:07,1,-119,-5.2
4148,867.1,LoRa,125,SF9,4/5,on,2015-07-06 13:06:07,3,-124,-5
4147,867.3,LoRa,125,SF10,4/5,on,2015-07-06 13:06:06,4,-121,-6.2
4146,867.9,LoRa,125,SF11,4/5,on,2015-07-06 13:06:05,7,-122,-5.5
4145,868.3,LoRa,125,SF12,4/5,on,2015-07-06 13:06:04,1,-118,-7.2
4141,868.3,LoRa,125,SF9,4/5,on,2015-07-06 13:06:01,1,-120,-10.2
4140,868.5,LoRa,125,SF10,4/5,on,2015-07-06 13:06:00,2,-120,-8.8
4139,867.5,LoRa,125,SF11,4/5,on,2015-07-06 13:05:59,5,-121,-7.5
4136,867.1,LoRa,125,SF7,4/5,on,2015-07-06 13:05:55,3,-122,-5.5
4135,867.3,LoRa,125,SF8,4/5,on,2015-07-06 13:05:55,4,-121,-3
4134,867.9,LoRa,125,SF9,4/5,on,2015-07-06 13:05:54,7,-122,-0.2
4132,867.1,LoRa,125,SF11,4/5,on,2015-07-06 13:05:53,3,-120,-1
4129,868.1,LoRa,125,SF7,4/5,on,2015-07-06 13:05:49,0,-122,-5.8
4128,867.1,LoRa,125,SF8,4/5,on,2015-07-06 13:05:48,3,-121,-4.8
4127,867.3,LoRa,125,SF9,4/5,on,2015-07-06 13:05:48,4,-121,-2
4125,868.1,LoRa,125,SF11,4/5,on,2015-07-06 13:05:46,0,-120,-10.8
4124,867.1,LoRa,125,SF12,4/5,on,2015-07-06 13:05:45,3,-124,-11
4121,868.1,LoRa,125,SF8,4/5,on,2015-07-06 13:05:42,0,-122,-6.5
4118,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:05:40,6,-121,-4
4113,868.3,LoRa,125,SF9,4/5,on,2015-07-06 13:05:35,1,-121,-8
4111,867.3,LoRa,125,SF11,4/5,on,2015-07-06 13:05:34,4,-122,-3.2
4110,867.7,LoRa,125,SF12,4/5,on,2015-07-06 13:05:33,6,-122,-2.8
4107,867.5,LoRa,125,SF8,4/5,on,2015-07-06 13:05:30,5,-121,-8
4106,867.7,LoRa,125,SF9,4/5,on,2015-07-06 13:05:29,6,-122,-2.2
4104,867.1,LoRa,125,SF11,4/5,on,2015-07-06 13:05:27,3,-124,-6.5
4103,867.5,LoRa,125,SF12,4/5,on,2015-07-06 13:05:26,5,-121,-10.2
4098,867.9,LoRa,125,SF10,4/5,on,2015-07-06 13:05:22,7,-122,-4.5
4097,868.3,LoRa,125,SF11,4/5,on,2015-07-06 13:05:21,1,-121,-5
4096,867.1,LoRa,125,SF12,4/5,on,2015-07-06 13:05:20,3,-122,-10.5
4092,867.1,LoRa,125,SF9,4/5,on,2015-07-06 13:05:16,3,-121,-6.5
4090,867.9,LoRa,125,SF11,4/5,on,2015-07-06 13:05:15,7,-124,-4
4089,868.1,LoRa,125,SF12,4/5,on,2015-07-06 13:05:14,0,-122,-15.2
4084,868.5,LoRa,125,SF10,4/5,on,2015-07-06 13:05:09,2,-122,-9.8
4083,867.5,LoRa,125,SF11,4/5,on,2015-07-06 13:05:09,5,-118,-11
4082,867.9,LoRa,125,SF12,4/5,on,2015-07-06 13:05:07,7,-120,-6.2
4077,868.3,LoRa,125,SF10,4/5,on,2015-07-06 13:05:03,1,-120,-10.2
4075,867.3,LoRa,125,SF12,4/5,on,2015-07-06 13:05:01,4,-122,-8
4072,867.1,LoRa,125,SF8,4/5,on,2015-07-06 13:04:58,3,-122,-7
4071,867.3,LoRa,125,SF9,4/5,on,2015-07-06 13:04:57,4,-122,-4.8
4069,868.1,LoRa,125,SF11,4/5,on,2015-07-06 13:04:56,0,-122,-8.2
4068,868.5,LoRa,125,SF12,4/5,on,2015-07-06 13:04:55,2,-121,-9.2
4064,868.5,LoRa,125,SF9,4/5,on,2015-07-06 13:04:51,2,-121,-8
4062,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:04:50,6,-122,-3.8
4057,868.1,LoRa,125,SF9,4/5,on,2015-07-06 13:04:45,0,-122,-8.8
4054,867.7,LoRa,125,SF12,4/5,on,2015-07-06 13:04:42,6,-120,0
4052,868.5,LoRa,125,SF7,4/5,on,2015-07-06 13:04:39,2,-121,-5.2
4050,867.9,LoRa,125,SF9,4/5,on,2015-07-06 13:04:38,7,-121,-6.8
4048,867.1,LoRa,125,SF11,4/5,on,2015-07-06 13:04:37,3,-121,-13
4047,867.5,LoRa,125,SF12,4/5,on,2015-07-06 13:04:36,5,-122,-13
4043,867.3,LoRa,125,SF9,4/5,on,2015-07-06 13:04:32,4,-120,-6.8
4042,867.7,LoRa,125,SF10,4/5,on,2015-07-06 13:04:31,6,-121,-3.2
4041,868.3,LoRa,125,SF11,4/5,on,2015-07-06 13:04:31,1,-120,-8
4040,868.5,LoRa,125,SF12,4/5,on,2015-07-06 13:04:29,2,-121,-11.2
4038,867.7,LoRa,125,SF7,4/5,on,2015-07-06 13:04:27,6,-121,-6.5
4036,867.1,LoRa,125,SF9,4/5,on,2015-07-06 13:04:26,3,-122,-11
4034,867.9,LoRa,125,SF11,4/5,on,2015-07-06 13:04:24,7,-124,-8
4033,868.3,LoRa,125,SF12,4/5,on,2015-07-06 13:04:23,1,-119,-10.5
4028,868.5,LoRa,125,SF10,4/5,on,2015-07-06 13:04:19,2,-122,-9.2
4027,867.3,LoRa,125,SF11,4/5,on,2015-07-06 13:04:18,4,-121,-5.8
4023,867.3,LoRa,125,SF8,4/5,on,2015-07-06 13:04:14,4,-121,-2.8
4022,867.7,LoRa,125,SF9,4/5,on,2015-07-06 13:04:13,6,-121,-6.2
4021,868.1,LoRa,125,SF10,4/5,on,2015-07-06 13:04:12,0,-122,-9.2
4020,867.1,LoRa,125,SF11,4/5,on,2015-07-06 13:04:12,3,-122,-7.5
4019,867.5,LoRa,125,SF12,4/5,on,2015-07-06 13:04:10,5,-120,-12.5
4015,867.5,LoRa,125,SF9,4/5,on,2015-07-06 13:04:07,5,-122,-13.8
4013,868.1,LoRa,125,SF11,4/5,on,2015-07-06 13:04:05,0,-122,-10.2
4010,867.7,LoRa,125,SF7,4/5,on,2015-07-06 13:04:02,6,-122,-6.5
4009,868.1,LoRa,125,SF8,4/5,on,2015-07-06 13:04:01,0,-120,-3.8
4008,867.5,LoRa,125,SF9,4/5,on,2015-07-06 13:04:01,3,-121,-8
4007,867.5,LoRa,125,SF10,4/5,on,2015-07-06 13:04:00,5,-112,-4.8
4006,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:03:59,6,-122,-6.8
4002,867.7,LoRa,125,SF8,4/5,on,2015-07-06 13:03:55,6,-121,-7
4001,868.3,LoRa,125,SF9,4/5,on,2015-07-06 13:03:54,1,-120,-5.5
3999,867.3,LoRa,125,SF11,4/5,on,2015-07-06 13:03:53,4,-122,-9.5
3998,867.7,LoRa,125,SF12,4/5,on,2015-07-06 13:03:51,6,-121,-9
3992,868.5,LoRa,125,SF11,4/5,on,2015-07-06 13:03:46,2,-121,-12.2
3987,867.3,LoRa,125,SF9,4/5,on,2015-07-06 13:03:42,4,-122,-8.8
3984,867.1,LoRa,125,SF12,4/5,on,2015-07-06 13:03:39,3,-122,-9
3978,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:03:34,6,-116,-2
3977,868.1,LoRa,125,SF12,4/5,on,2015-07-06 13:03:32,0,-121,-7.2
3974,867.9,LoRa,125,SF8,4/5,on,2015-07-06 13:03:29,7,-121,-7
3960,868.5,LoRa,125,SF8,4/5,on,2015-07-06 13:03:17,2,-120,-6.8
3957,868.3,LoRa,125,SF11,4/5,on,2015-07-06 13:03:15,1,-119,-11.8
3956,867.1,LoRa,125,SF12,4/5,on,2015-07-06 13:03:13,3,-120,-7.5
3954,867.9,LoRa,125,SF7,4/5,on,2015-07-06 13:03:11,7,-122,-4
3949,868.3,LoRa,125,SF12,4/5,on,2015-07-06 13:03:07,1,-120,-7.5
3943,867.3,LoRa,125,SF11,4/5,on,2015-07-06 13:03:02,4,-122,-6
3934,868.3,LoRa,250,SF7,4/5,on,2015-07-06 13:02:52,8,-116,-4
3928,867.1,LoRa,125,SF12,4/5,on,2015-07-06 13:02:48,3,-122,-10
3926,867.9,LoRa,125,SF7,4/5,on,2015-07-06 13:02:46,7,-122,-6.5
3925,868.1,LoRa,125,SF8,4/5,on,2015-07-06 13:02:45,0,-122,-6.5
3924,868.5,LoRa,125,SF9,4/5,on,2015-07-06 13:02:45,2,-118,-2.5
3923,867.5,LoRa,125,SF10,4/5,on,2015-07-06 13:02:44,5,-120,-4
3918,867.9,LoRa,125,SF8,4/5,on,2015-07-06 13:02:39,7,-121,-3.2
3915,867.3,LoRa,125,SF11,4/5,on,2015-07-06 13:02:37,4,-120,-4.5
3914,867.9,LoRa,125,SF12,4/5,on,2015-07-06 13:02:36,7,-124,-9
3907,867.5,LoRa,125,SF12,4/5,on,2015-07-06 13:02:29,5,-119,-13
3898,867.9,LoRa,125,SF7,4/5,on,2015-07-06 13:02:20,7,-122,-5
3894,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:02:18,6,-122,-9.2
3893,868.3,LoRa,125,SF12,4/5,on,2015-07-06 13:02:17,1,-122,-6.5
3887,867.3,LoRa,125,SF11,4/5,on,2015-07-06 13:02:12,4,-122,-9.8
3883,867.3,LoRa,125,SF8,4/5,on,2015-07-06 13:02:07,4,-121,-5.2
3880,868.5,LoRa,125,SF11,4/5,on,2015-07-06 13:02:05,2,-122,-5.2
3869,868.1,LoRa,125,SF8,4/5,on,2015-07-06 13:01:55,0,-122,-6
3865,868.1,LoRa,125,SF12,4/5,on,2015-07-06 13:01:51,0,-124,-4.5
3862,867.9,LoRa,125,SF8,4/5,on,2015-07-06 13:01:48,7,-122,-3.5
3860,867.1,LoRa,125,SF10,4/5,on,2015-07-06 13:01:47,3,-122,-7.5
3851,867.5,LoRa,125,SF12,4/5,on,2015-07-06 13:01:39,5,-119,-14.2
3848,867.1,LoRa,125,SF8,4/5,on,2015-07-06 13:01:36,3,-124,-10.5
3845,868.3,LoRa,125,SF11,4/5,on,2015-07-06 13:01:34,1,-119,-8.8
3844,867.1,LoRa,125,SF12,4/5,on,2015-07-06 13:01:32,3,-121,-11.2
3810,867.9,LoRa,125,SF11,4/5,on,2015-07-06 13:01:02,7,-122,-10.5
3791,867.3,LoRa,125,SF9,4/5,on,2015-07-06 13:00:45,4,-120,-9
3788,868.5,LoRa,125,SF12,4/5,on,2015-07-06 13:00:42,2,-121,-10.8
3784,867.1,LoRa,125,SF9,4/5,on,2015-07-06 13:00:38,3,-122,-6.2
3782,867.7,LoRa,125,SF11,4/5,on,2015-07-06 13:00:37,6,-121,-4.5
3774,867.7,LoRa,125,SF12,4/5,on,2015-07-06 13:00:29,6,-122,-6.5
3767,867.3,LoRa,125,SF12,4/5,on,2015-07-06 13:00:23,4,-121,-5.8
3761,868.1,LoRa,125,SF11,4/5,on,2015-07-06 13:00:18,0,-121,-7.5
3760,867.1,LoRa,125,SF12,4/5,on,2015-07-06 13:00:17,3,-119,-6.5
3756,867.1,LoRa,125,SF9,4/5,on,2015-07-06 13:00:13,3,-122,-8.2
3754,867.9,LoRa,125,SF11,4/5,on,2015-07-06 13:00:11,7,-122,-2
3747,867.5,LoRa,125,SF11,4/5,on,2015-07-06 13:00:05,5,-119,-6.2
3746,867.7,LoRa,125,SF12,4/5,on,2015-07-06 13:00:04,6,-120,-3.8
3743,867.3,LoRa,125,SF8,4/5,on,2015-07-06 13:00:01,4,-120,-6
3741,868.1,LoRa,125,SF10,4/5,on,2015-07-06 13:00:00,0,-120,-3.8
3737,868.1,LoRa,125,SF7,4/5,on,2015-07-06 12:59:55,0,-122,-3.8
3734,867.7,LoRa,125,SF10,4/5,on,2015-07-06 12:59:53,6,-120,-2.5
3733,868.1,LoRa,125,SF11,4/5,on,2015-07-06 12:59:53,0,-120,-2.8
3730,867.7,LoRa,125,SF7,4/5,on,2015-07-06 12:59:49,6,-120,-5.2
3729,868.1,LoRa,125,SF8,4/5,on,2015-07-06 12:59:48,0,-120,-4.8
3728,867.1,LoRa,125,SF9,4/5,on,2015-07-06 12:59:48,3,-121,-8.2
3726,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:59:46,7,-124,-5
3722,867.9,LoRa,125,SF8,4/5,on,2015-07-06 12:59:42,7,-124,-9.2
3721,868.1,LoRa,125,SF9,4/5,on,2015-07-06 12:59:41,0,-124,-10
3720,868.5,LoRa,125,SF10,4/5,on,2015-07-06 12:59:41,2,-122,-9.8
3719,867.3,LoRa,125,SF11,4/5,on,2015-07-06 12:59:40,4,-121,-12.8
3716,868.5,LoRa,125,SF7,4/5,on,2015-07-06 12:59:36,2,-121,-4.8
3715,867.3,LoRa,125,SF8,4/5,on,2015-07-06 12:59:36,4,-122,-5.8
3712,868.5,LoRa,125,SF11,4/5,on,2015-07-06 12:59:34,2,-121,-6.5
3711,867.3,LoRa,125,SF12,4/5,on,2015-07-06 12:59:32,4,-121,-3.8
3707,867.3,LoRa,125,SF9,4/5,on,2015-07-06 12:59:29,4,-120,-6.5
3706,867.9,LoRa,125,SF10,4/5,on,2015-07-06 12:59:28,7,-122,-5.2
3704,868.5,LoRa,125,SF12,4/5,on,2015-07-06 12:59:26,2,-121,-5.5
3699,867.3,LoRa,125,SF10,4/5,on,2015-07-06 12:59:22,4,-121,-11.8
3698,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:59:21,7,-124,-5.8
3693,868.1,LoRa,125,SF9,4/5,on,2015-07-06 12:59:16,0,-120,-4.5
3692,868.5,LoRa,125,SF10,4/5,on,2015-07-06 12:59:15,2,-121,-7.5
3691,867.3,LoRa,125,SF11,4/5,on,2015-07-06 12:59:15,4,-122,-7.5
3687,867.3,LoRa,125,SF8,4/5,on,2015-07-06 12:59:10,4,-121,-7.8
3686,867.7,LoRa,125,SF9,4/5,on,2015-07-06 12:59:10,6,-122,-7.8
3683,867.3,LoRa,125,SF12,4/5,on,2015-07-06 12:59:07,4,-121,-6
3681,868.1,LoRa,125,SF7,4/5,on,2015-07-06 12:59:04,0,-122,-7
3678,867.7,LoRa,125,SF10,4/5,on,2015-07-06 12:59:03,6,-122,-9.5
3677,868.1,LoRa,125,SF11,4/5,on,2015-07-06 12:59:02,0,-120,-3.8
3670,867.9,LoRa,125,SF11,4/5,on,2015-07-06 12:58:56,7,-124,-3.2
3669,868.3,LoRa,125,SF12,4/5,on,2015-07-06 12:58:54,1,-120,-9.5
3658,867.9,LoRa,125,SF9,4/5,on,2015-07-06 12:58:45,7,-122,-6.8
3656,868.5,LoRa,125,SF11,4/5,on,2015-07-06 12:58:43,2,-122,-9
3655,867.5,LoRa,125,SF12,4/5,on,2015-07-06 12:58:42,5,-119,-13.5
3650,867.7,LoRa,125,SF10,4/5,on,2015-07-06 12:58:38,6,-120,-7.5
3649,868.3,LoRa,125,SF11,4/5,on,2015-07-06 12:58:37,1,-120,-7.5
3644,868.5,LoRa,125,SF9,4/5,on,2015-07-06 12:58:32,2,-122,-9.2
3642,867.7,LoRa,125,SF11,4/5,on,2015-07-06 12:58:30,6,-122,-8
3636,867.1,LoRa,125,SF10,4/5,on,2015-07-06 12:58:25,3,-122,-6.2
3635,867.3,LoRa,125,SF11,4/5,on,2015-07-06 12:58:24,4,-120,-9.2
3624,868.5,LoRa,125,SF8,4/5,on,2015-07-06 12:58:13,2,-119,-7.5
3623,867.5,LoRa,125,SF9,4/5,on,2015-07-06 12:58:13,5,-121,-6.5
3622,867.7,LoRa,125,SF10,4/5,on,2015-07-06 12:58:12,6,-120,-11.5
3620,867.1,LoRa,125,SF12,4/5,on,2015-07-06 12:58:10,3,-122,-5.8
3617,868.1,LoRa,125,SF8,4/5,on,2015-07-06 12:58:07,0,-119,-3
3616,867.1,LoRa,125,SF9,4/5,on,2015-07-06 12:58:07,3,-122,-7.2
3608,867.1,LoRa,125,SF10,4/5,on,2015-07-06 12:58:00,3,-121,-6.5
3606,867.9,LoRa,125,SF12,4/5,on,2015-07-06 12:57:57,7,-118,-10
3602,867.7,LoRa,125,SF9,4/5,on,2015-07-06 12:57:54,6,-122,-8
3596,867.1,LoRa,125,SF8,4/5,on,2015-07-06 12:57:48,3,-123,-9.5
3595,867.3,LoRa,125,SF9,4/5,on,2015-07-06 12:57:48,4,-122,-5.8
3594,867.7,LoRa,125,SF10,4/5,on,2015-07-06 12:57:47,6,-122,-10.8
3592,867.1,LoRa,125,SF12,4/5,on,2015-07-06 12:57:45,3,-122,-7.5
3588,868.5,LoRa,125,SF9,4/5,on,2015-07-06 12:57:41,2,-122,-7.8
3583,867.3,LoRa,125,SF7,4/5,on,2015-07-06 12:57:36,4,-120,-8.5
3582,867.7,LoRa,125,SF8,4/5,on,2015-07-06 12:57:36,6,-121,-7
3581,868.1,LoRa,125,SF9,4/5,on,2015-07-06 12:57:35,0,-121,-4.2
3580,868.5,LoRa,125,SF10,4/5,on,2015-07-06 12:57:34,2,-121,-10.5
3567,867.3,LoRa,125,SF9,4/5,on,2015-07-06 12:57:22,4,-122,-6.8
3561,868.1,LoRa,125,SF8,4/5,on,2015-07-06 12:57:17,0,-122,-7.5
3554,867.7,LoRa,125,SF8,4/5,on,2015-07-06 12:57:10,6,-121,-7.5
3552,867.1,LoRa,125,SF10,4/5,on,2015-07-06 12:57:09,3,-122,-10
3550,867.7,LoRa,125,SF12,4/5,on,2015-07-06 12:57:07,6,-120,-1.2
3546,867.7,LoRa,125,SF9,4/5,on,2015-07-06 12:57:03,6,-122,-6.8
3545,868.3,LoRa,125,SF10,4/5,on,2015-07-06 12:57:03,1,-121,-10.8
3540,868.5,LoRa,125,SF8,4/5,on,2015-07-06 12:56:58,2,-121,-10
3539,867.5,LoRa,125,SF9,4/5,on,2015-07-06 12:56:57,5,-117,-7
3538,867.7,LoRa,125,SF10,4/5,on,2015-07-06 12:56:56,6,-120,-6.8
3536,868.5,LoRa,125,SF12,4/5,on,2015-07-06 12:56:54,2,-120,-10.5
3424,867.1,LoRa,125,SF12,4/5,on,2015-07-06 12:55:13,3,-124,-10.8
3396,867.1,LoRa,125,SF12,4/5,on,2015-07-06 12:54:48,3,-122,-14.2
3391,867.3,LoRa,125,SF10,4/5,on,2015-07-06 12:54:44,4,-122,-8.5
3386,867.9,LoRa,125,SF8,4/5,on,2015-07-06 12:54:39,7,-123,-9
3380,867.1,LoRa,125,SF7,4/5,on,2015-07-06 12:54:33,3,-123,-5.8
3379,867.3,LoRa,125,SF8,4/5,on,2015-07-06 12:54:32,4,-120,-6.8
3377,868.1,LoRa,125,SF10,4/5,on,2015-07-06 12:54:31,0,-121,-5.8
3372,868.5,LoRa,125,SF8,4/5,on,2015-07-06 12:54:26,2,-121,-7
3370,867.9,LoRa,125,SF10,4/5,on,2015-07-06 12:54:25,7,-122,-2.2
3366,867.7,LoRa,125,SF7,4/5,on,2015-07-06 12:54:20,6,-120,-4
3365,868.1,LoRa,125,SF8,4/5,on,2015-07-06 12:54:20,0,-122,-8.5
3364,867.1,LoRa,125,SF9,4/5,on,2015-07-06 12:54:19,3,-122,-7.5
3361,868.3,LoRa,125,SF12,4/5,on,2015-07-06 12:54:16,1,-111,-6
3358,867.9,LoRa,125,SF8,4/5,on,2015-07-06 12:54:13,7,-121,-7
3357,868.3,LoRa,125,SF9,4/5,on,2015-07-06 12:54:13,1,-120,-6.2
3351,867.3,LoRa,125,SF8,4/5,on,2015-07-06 12:54:07,4,-120,-6
3349,868.3,LoRa,125,SF10,4/5,on,2015-07-06 12:54:06,1,-120,-7
3343,867.3,LoRa,125,SF9,4/5,on,2015-07-06 12:54:00,4,-122,-5.5
3340,868.5,LoRa,125,SF12,4/5,on,2015-07-06 12:53:57,2,-122,-12.2
3337,868.3,LoRa,125,SF8,4/5,on,2015-07-06 12:53:54,1,-119,-5.2
3336,868.5,LoRa,125,SF9,4/5,on,2015-07-06 12:53:54,2,-121,-9.8
3331,867.3,LoRa,125,SF7,4/5,on,2015-07-06 12:53:48,4,-122,-4.8
3326,867.7,LoRa,125,SF12,4/5,on,2015-07-06 12:53:45,6,-122,-4.8
3323,867.3,LoRa,125,SF8,4/5,on,2015-07-06 12:53:42,4,-120,-1.8
3322,867.9,LoRa,125,SF9,4/5,on,2015-07-06 12:53:41,7,-122,-5
3321,868.1,LoRa,125,SF10,4/5,on,2015-07-06 12:53:40,0,-122,-10.5
3319,867.3,LoRa,125,SF12,4/5,on,2015-07-06 12:53:38,4,-121,-5.2
3315,867.3,LoRa,125,SF9,4/5,on,2015-07-06 12:53:35,4,-122,-4.8
3314,867.7,LoRa,125,SF10,4/5,on,2015-07-06 12:53:34,6,-121,-6.5
3309,868.1,LoRa,125,SF8,4/5,on,2015-07-06 12:53:29,0,-122,-7.2
3295,867.3,LoRa,125,SF8,4/5,on,2015-07-06 12:53:16,4,-120,-4
3294,867.7,LoRa,125,SF9,4/5,on,2015-07-06 12:53:16,6,-121,-4.5
3284,868.5,LoRa,125,SF12,4/5,on,2015-07-06 12:53:07,2,-121,-4
3282,867.9,LoRa,125,SF7,4/5,on,2015-07-06 12:53:04,7,-121,-5.2
3280,867.1,LoRa,125,SF9,4/5,on,2015-07-06 12:53:03,3,-122,-7
3270,867.9,LoRa,125,SF12,4/5,on,2015-07-06 12:52:54,7,-124,-4.2
3266,867.9,LoRa,125,SF9,4/5,on,2015-07-06 12:52:51,7,-122,-7.2
3263,867.3,LoRa,125,SF12,4/5,on,2015-07-06 12:52:48,4,-120,-6
3260,867.1,LoRa,125,SF8,4/5,on,2015-07-06 12:52:45,3,-120,-3.2
3253,868.3,LoRa,125,SF8,4/5,on,2015-07-06 12:52:38,1,-122,-11.2
3252,867.1,LoRa,125,SF9,4/5,on,2015-07-06 12:52:38,3,-122,-4
3223,867.3,LoRa,125,SF10,4/5,on,2015-07-06 12:52:12,4,-121,-13
3200,868.5,LoRa,125,SF12,4/5,on,2015-07-06 12:51:51,2,-121,-11.5
3193,868.1,LoRa,125,SF12,4/5,on,2015-07-06 12:51:45,0,-122,-14.5
3186,867.9,LoRa,125,SF12,4/5,on,2015-07-06 12:51:38,7,-126,-16
3144,867.1,LoRa,125,SF12,4/5,on,2015-07-06 12:51:00,3,-122,-17.8
3137,868.1,LoRa,125,SF12,4/5,on,2015-07-06 12:50:54,0,-122,-12.2
3130,867.9,LoRa,125,SF12,4/5,on,2015-07-06 12:50:48,7,-125,-16
3118,867.7,LoRa,125,SF10,4/5,on,2015-07-06 12:50:37,6,-122,-14
3098,867.7,LoRa,125,SF9,4/5,on,2015-07-06 12:50:19,6,-122,-5.8
3088,868.5,LoRa,125,SF12,4/5,on,2015-07-06 12:50:10,2,-120,-10.5
3084,868.5,LoRa,125,SF9,4/5,on,2015-07-06 12:50:06,2,-122,-8
3083,867.5,LoRa,125,SF10,4/5,on,2015-07-06 12:50:06,5,-113,-8.5
3076,867.5,LoRa,125,SF10,4/5,on,2015-07-06 12:49:59,3,-122,-7.2
3070,867.9,LoRa,125,SF9,4/5,on,2015-07-06 12:49:54,7,-121,-2.8
3063,867.5,LoRa,125,SF9,4/5,on,2015-07-06 12:49:47,5,-121,-8.2
3056,867.1,LoRa,125,SF9,4/5,on,2015-07-06 12:49:41,3,-121,-8.5
3053,868.3,LoRa,125,SF12,4/5,on,2015-07-06 12:49:38,1,-121,-7.2
3050,867.7,LoRa,125,SF8,4/5,on,2015-07-06 12:49:35,6,-119,-3.5
3049,868.1,LoRa,125,SF9,4/5,on,2015-07-06 12:49:35,0,-120,-5.8
3039,867.3,LoRa,125,SF12,4/5,on,2015-07-06 12:49:26,4,-121,-2.2
3032,867.1,LoRa,125,SF12,4/5,on,2015-07-06 12:49:19,3,-122,-1.8
3030,867.9,LoRa,125,SF7,4/5,on,2015-07-06 12:49:17,7,-122,-5.2
